,PUF_ID,Age Group,Education (Highest Degree),Race/Ethnicity,Gender,Household Income,Household Size,Federal Poverty Level,Census Region,Census Division,I could handle a major unexpected expense.,I am just getting by financially,I struggle to understand financial information,How would you assess your overall financial knowledge?,I follow-through on financial goals I set for myself.,I set financial goals for what I want to achieve with my money,I consult my budget to see how much money I have left,Stayed within your budget or spending plan,Paid all your bills on time,Paid off credit card balance in full,Putting money into savings is a habit for me,A Retirement Savings Account,A Non-Retirement Savings Account,How much money do you have in savings today?,Which one of the following best describes your housing situation?,About how much do you pay for your home each month?,What do you owe on your home?,Student/Education Loan (for yourself or someone else),Used payday loan or cash advance loan,Used pawn loan or auto title loan,Financial Well-Being Scale score,Financial Skill Scale score
2722,11966,55-61,Some college/Associate,Hispanic,Female,"$20,000 to $29,999",3,100%-199% FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Sometimes,5,3,5,5,4,4,3,4,0,0,3,2,3,-2,0,0,0,45,41
2723,12193,35-44,High school degree/GED,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Northeast,New England,Very well,Somewhat,Sometimes,6,3,4,5,4,5,1,5,1,0,5,1,6,3,0,0,0,43,54
2724,9541,25-34,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,South,South Atlantic,Very little,Somewhat,Rarely,5,3,4,5,4,5,1,4,1,0,3,2,6,-2,1,0,0,53,44
2725,13150,45-54,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",4,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Sometimes,5,3,4,4,3,4,3,5,1,0,5,1,5,2,1,0,0,52,48
2726,11551,45-54,Graduate/professional degree,"Black, Non-Hispanic",Female,"Less than $20,000",1,<100% FPL,South,South Atlantic,Not at all,Very well,Sometimes,3,3,2,3,1,5,1,4,7,0,2,1,2,1,0,0,0,40,32
2727,12194,62-69,Some college/Associate,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,South,South Atlantic,Very well,Very little,Rarely,7 - Very high,5,5,4,5,5,5,6,1,0,5,1,4,1,0,0,0,69,82
2728,8197,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",4,200%+ FPL,Midwest,West-North Central,Very little,Somewhat,Rarely,5,3,3,4,3,4,1,4,1,1,4,2,5,-2,0,0,0,45,45
2729,13070,45-54,Bachelors degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",5+,200%+ FPL,Midwest,East-North Central,Not at all,Somewhat,Sometimes,4,1,4,3,3,1,1,1,1,1,2,1,6,3,0,0,0,39,31
2730,12723,75+,Some college/Associate,"Black, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very little,Completely,Rarely,5,4,5,5,5,5,2,1,7,7,3,2,4,-2,0,0,0,38,82
2731,11761,18-24,Some college/Associate,"White, Non-Hispanic",Male,"$30,000 to $39,999",2,200%+ FPL,West,Mountain,Very little,Very little,Sometimes,4,3,5,4,5,5,1,5,7,1,4,2,3,-2,1,0,0,57,60
2732,9041,35-44,Some college/Associate,"White, Non-Hispanic",Male,"$40,000 to $49,999",5+,100%-199% FPL,Midwest,East-North Central,Completely,Somewhat,Rarely,6,4,5,4,4,5,1,6,1,1,5,1,2,2,0,0,0,63,65
2733,12124,62-69,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,West,Pacific,Completely,Not at all,Never,6,4,3,1,5,5,5,4,0,0,7,1,7,1,0,0,0,76,56
2734,13763,70-74,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,West,Mountain,Very little,Somewhat,Often,3,3,3,5,3,4,2,1,7,7,1,2,5,-2,0,0,0,55,29
2735,12574,70-74,Some college/Associate,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,South,South Atlantic,Somewhat,Not at all,Always,6,5,4,5,5,5,5,5,1,1,99,1,99,99,0,0,0,74,49
2736,11552,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very well,Not at all,Rarely,5,4,5,5,5,5,5,6,1,0,3,1,1,1,0,0,0,71,59
2737,11422,62-69,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",4,200%+ FPL,Midwest,West-North Central,Very little,Somewhat,Sometimes,5,4,4,4,4,5,3,5,0,1,4,1,2,1,1,0,0,54,44
2738,14229,55-61,Some college/Associate,"Black, Non-Hispanic",Male,"Less than $20,000",1,100%-199% FPL,Northeast,Mid-Atlantic,Very little,Somewhat,Never,5,3,3,3,3,4,1,3,7,7,1,2,99,-2,0,0,0,58,49
2739,7776,35-44,Bachelors degree,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,Northeast,Mid-Atlantic,Completely,Not at all,Sometimes,6,5,4,2,5,5,5,6,1,1,6,1,6,3,0,0,0,70,72
2740,9542,35-44,High school degree/GED,"Black, Non-Hispanic",Female,"Less than $20,000",2,<100% FPL,Midwest,East-North Central,Somewhat,Somewhat,Sometimes,5,3,3,3,4,3,3,4,0,0,1,3,1,-2,0,0,0,48,42
2741,9282,62-69,Bachelors degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",4,200%+ FPL,South,East-South Central,Not at all,Completely,Rarely,5,3,3,2,3,4,2,4,1,0,-1,1,1,1,1,0,0,43,45
2742,8592,25-34,Graduate/professional degree,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,South,South Atlantic,Completely,Somewhat,Sometimes,3,4,4,4,5,5,5,6,1,0,7,2,5,-2,0,0,0,57,49
2743,12485,62-69,High school degree/GED,"Black, Non-Hispanic",Female,"$75,000 to $99,999",4,200%+ FPL,Northeast,Mid-Atlantic,Completely,Not at all,Rarely,6,4,5,5,4,5,3,6,0,0,5,1,3,2,0,0,0,84,65
2744,10626,45-54,Bachelors degree,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,West,Pacific,Somewhat,Very little,Rarely,5,4,5,5,4,5,5,6,1,1,7,1,1,1,0,0,0,52,57
2745,13031,25-34,Some college/Associate,Hispanic,Male,"$30,000 to $39,999",4,100%-199% FPL,West,Pacific,Somewhat,Somewhat,Sometimes,5,4,5,5,4,5,3,2,0,0,3,2,5,-2,0,0,0,54,60
2746,11762,25-34,Some college/Associate,Hispanic,Male,"$50,000 to $59,999",2,200%+ FPL,Midwest,East-North Central,Very well,Not at all,Sometimes,6,3,4,4,5,5,5,5,7,1,3,3,4,-2,0,0,0,65,49
2747,8399,25-34,Bachelors degree,"Other, Non-Hispanic",Male,"$75,000 to $99,999",4,200%+ FPL,Midwest,East-North Central,Very little,Somewhat,Never,3,4,3,3,4,5,4,3,7,7,3,3,5,-2,1,0,0,66,37
2748,10627,75+,Some college/Associate,"White, Non-Hispanic",Female,"$60,000 to $74,999",1,200%+ FPL,Midwest,East-North Central,Completely,Not at all,Sometimes,5,4,2,4,4,5,5,4,1,7,6,2,5,-2,0,0,0,85,61
2749,13682,45-54,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",1,200%+ FPL,Northeast,Mid-Atlantic,Very well,Not at all,Sometimes,4,4,2,2,5,5,5,5,1,0,7,1,6,3,0,0,0,69,54
2750,7287,25-34,Some college/Associate,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,Midwest,West-North Central,Not at all,Completely,Rarely,5,4,4,5,4,5,2,3,1,0,2,2,3,-2,1,1,0,42,45
2751,12380,75+,High school degree/GED,"White, Non-Hispanic",Female,"$40,000 to $49,999",2,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Sometimes,6,4,4,2,4,5,5,5,7,7,5,1,3,2,0,0,0,58,59
2752,12326,75+,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",1,200%+ FPL,West,Pacific,Completely,Very well,Rarely,6,5,4,3,5,5,5,6,1,1,7,1,99,99,0,0,0,67,76
2753,8593,18-24,Some college/Associate,Hispanic,Male,"$100,000 to $149,999",5+,200%+ FPL,West,Mountain,Not at all,Not at all,Always,2,1,1,1,1,1,1,1,7,7,1,2,3,-2,1,0,0,59,16
2754,8594,35-44,High school degree/GED,"White, Non-Hispanic",Male,"$75,000 to $99,999",4,200%+ FPL,Midwest,East-North Central,Not at all,Completely,Never,4,1,1,1,1,3,1,1,1,1,3,1,5,2,0,0,0,34,14
2755,7896,25-34,Bachelors degree,"White, Non-Hispanic",Female,"$30,000 to $39,999",3,100%-199% FPL,West,Mountain,Somewhat,Somewhat,Sometimes,4,4,4,4,4,5,4,4,1,1,3,2,3,-2,1,0,0,56,52
2756,8815,45-54,Some college/Associate,"White, Non-Hispanic",Female,"$40,000 to $49,999",5+,100%-199% FPL,South,South Atlantic,Not at all,Completely,Always,4,3,2,2,2,3,2,1,7,7,1,2,3,-2,1,0,0,40,37
2757,10235,75+,Some college/Associate,"White, Non-Hispanic",Female,"$20,000 to $29,999",1,100%-199% FPL,Northeast,Mid-Atlantic,Very well,Somewhat,Sometimes,5,4,4,4,4,5,5,4,0,1,6,1,99,1,0,0,0,51,55
2758,12446,35-44,Some college/Associate,"Black, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,South,South Atlantic,Not at all,Somewhat,Rarely,2,1,3,1,1,3,2,2,0,0,4,1,5,2,1,1,0,34,30
2759,8595,55-61,Bachelors degree,"White, Non-Hispanic",Male,"$60,000 to $74,999",2,200%+ FPL,South,South Atlantic,Very little,Very little,Sometimes,3,2,1,4,2,5,1,1,1,0,4,2,6,-2,0,0,0,49,36
2760,7777,25-34,Some college/Associate,"White, Non-Hispanic",Male,"$60,000 to $74,999",1,200%+ FPL,West,Pacific,Not at all,Completely,Sometimes,4,3,5,5,3,5,3,2,1,1,2,2,5,-2,1,0,0,17,41
2761,13606,25-34,Bachelors degree,Hispanic,Male,"$100,000 to $149,999",2,200%+ FPL,West,Pacific,Completely,Not at all,Rarely,6,5,4,2,5,5,5,6,1,1,7,2,6,-2,0,0,0,86,69
2762,8050,45-54,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,South,South Atlantic,Very little,Somewhat,Rarely,6,4,4,4,4,4,4,6,0,1,7,1,1,1,0,0,0,50,56
2763,9997,35-44,Some college/Associate,"White, Non-Hispanic",Male,"$50,000 to $59,999",5+,100%-199% FPL,West,Mountain,Not at all,Somewhat,Rarely,5,3,2,4,4,4,1,2,1,0,3,1,5,2,1,0,0,49,54
2764,12260,70-74,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,West,Mountain,Somewhat,Very little,Sometimes,5,4,3,4,5,5,5,6,0,1,99,1,1,1,0,0,0,62,49
2765,9772,45-54,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",4,200%+ FPL,South,South Atlantic,Somewhat,Very well,Sometimes,4,3,4,4,3,5,5,3,0,1,6,1,7,3,0,0,0,47,46
2766,9283,45-54,Some college/Associate,"Other, Non-Hispanic",Female,"$20,000 to $29,999",2,100%-199% FPL,West,Mountain,Very well,Very well,Sometimes,4,3,3,4,3,5,3,3,0,0,5,3,99,-2,0,0,0,69,41
2767,10431,62-69,Some college/Associate,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,West,Pacific,Somewhat,Not at all,Sometimes,4,3,4,3,3,5,5,5,1,1,5,1,7,3,0,0,0,67,45
2768,13579,55-61,Graduate/professional degree,"Other, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,West,Pacific,Somewhat,Somewhat,Sometimes,4,4,4,4,5,5,5,6,1,0,7,1,5,99,0,0,0,54,49
2769,11553,25-34,High school degree/GED,"White, Non-Hispanic",Female,"$50,000 to $59,999",4,200%+ FPL,South,South Atlantic,Very little,Somewhat,Sometimes,4,3,4,4,4,5,4,4,7,7,4,2,4,-2,0,0,1,49,47
2770,11554,70-74,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,South,South Atlantic,Very well,Not at all,Rarely,5,5,4,4,5,5,5,5,0,7,5,1,7,2,0,0,0,66,51
2771,13228,45-54,Bachelors degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,West,Pacific,Completely,Not at all,Rarely,5,4,5,5,5,5,5,6,7,0,7,1,1,1,0,0,0,86,63
2772,7446,45-54,Some college/Associate,Hispanic,Male,"$75,000 to $99,999",5+,200%+ FPL,South,West-South Central,Somewhat,Somewhat,Sometimes,5,3,1,3,3,3,3,4,0,1,3,1,5,2,0,0,0,62,45
2773,13667,25-34,Graduate/professional degree,"White, Non-Hispanic",Female,"$60,000 to $74,999",4,200%+ FPL,Midwest,West-North Central,Somewhat,Very well,Rarely,5,3,4,4,3,4,3,6,1,1,4,1,5,2,1,0,0,46,40
2774,12613,35-44,Less than high school,Hispanic,Female,"$30,000 to $39,999",5+,100%-199% FPL,West,Pacific,Completely,Somewhat,Sometimes,5,4,5,5,5,5,1,4,0,1,3,1,5,2,0,0,0,51,48
2775,9042,55-61,Graduate/professional degree,"White, Non-Hispanic",Female,"$150,000 or more",4,200%+ FPL,Northeast,New England,Completely,Not at all,Sometimes,5,4,3,3,4,5,4,6,1,0,7,1,6,3,0,0,0,73,68
2776,11664,18-24,Less than high school,Hispanic,Male,"$40,000 to $49,999",5+,100%-199% FPL,West,Mountain,Somewhat,Somewhat,Rarely,3,1,1,1,1,1,1,1,7,7,3,3,1,-2,0,0,0,47,28
2777,7447,35-44,Graduate/professional degree,"Other, Non-Hispanic",Male,"$150,000 or more",1,200%+ FPL,West,Pacific,Completely,Not at all,Sometimes,6,5,5,4,5,5,5,6,7,1,99,1,99,99,0,0,0,84,59
2778,11877,35-44,Some college/Associate,"White, Non-Hispanic",Female,"Less than $20,000",3,<100% FPL,Northeast,New England,Not at all,Completely,Sometimes,4,2,5,5,3,4,3,2,7,0,2,1,3,1,0,0,0,45,49
2779,9043,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,West,Pacific,Very well,Not at all,Rarely,5,5,5,5,4,5,4,5,0,1,6,1,2,1,0,0,0,81,59
2780,9044,25-34,Graduate/professional degree,"White, Non-Hispanic",Female,"$20,000 to $29,999",1,200%+ FPL,Midwest,East-North Central,Somewhat,Very little,Sometimes,5,4,3,4,4,5,5,5,7,0,5,2,4,-2,1,0,0,63,47
2781,13151,55-61,Some college/Associate,"White, Non-Hispanic",Male,"$20,000 to $29,999",1,200%+ FPL,South,South Atlantic,Very well,Very well,Never,7 - Very high,4,4,3,5,5,1,6,1,0,99,1,4,2,0,0,0,73,62
2782,9543,25-34,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",3,100%-199% FPL,Northeast,Mid-Atlantic,Completely,Completely,Never,7 - Very high,5,5,5,4,5,3,3,1,7,1,2,4,-2,0,0,0,75,85
2783,13683,25-34,Some college/Associate,"Black, Non-Hispanic",Female,"Less than $20,000",4,<100% FPL,South,West-South Central,Not at all,Somewhat,Sometimes,4,5,2,5,5,5,5,3,7,7,2,2,1,-2,0,0,0,53,60
2784,8816,45-54,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",5+,200%+ FPL,South,East-South Central,Not at all,Completely,Sometimes,7 - Very high,3,4,5,2,4,1,3,1,0,99,1,5,2,0,0,0,22,42
2785,10432,55-61,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,Midwest,East-North Central,Very well,Very little,Sometimes,4,4,4,2,4,5,5,6,1,1,7,1,1,1,0,0,0,65,59
2786,11763,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,South,South Atlantic,Very well,Somewhat,Rarely,5,3,3,4,4,5,4,6,1,1,4,1,6,2,1,0,0,62,57
2787,11555,18-24,Some college/Associate,"White, Non-Hispanic",Male,"Less than $20,000",1,<100% FPL,South,East-South Central,Very little,Somewhat,Sometimes,2,3,4,4,5,5,5,6,7,7,4,3,98,-2,0,0,0,45,34
2788,10433,62-69,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,South,South Atlantic,Very well,Not at all,Rarely,5,4,4,4,5,5,4,5,1,1,5,1,4,2,0,0,0,60,56
2789,9045,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",4,200%+ FPL,South,South Atlantic,Completely,Somewhat,Rarely,5,4,2,4,5,5,5,5,1,0,5,1,5,2,1,0,0,68,54
2790,10826,35-44,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",4,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Sometimes,3,2,2,2,1,5,2,1,1,0,3,1,5,2,0,0,0,52,39
2791,8400,45-54,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,South,South Atlantic,Completely,Not at all,Rarely,7 - Very high,5,4,2,5,5,5,6,1,0,7,1,1,1,0,0,0,78,59
2792,11764,70-74,High school degree/GED,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,South,East-South Central,Completely,Not at all,Rarely,5,4,4,3,4,5,3,6,0,1,5,1,1,1,0,0,0,67,51
2793,10434,75+,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Completely,Rarely,6,5,4,4,4,5,4,6,1,1,6,1,5,2,0,0,0,58,57
2794,9544,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$60,000 to $74,999",2,200%+ FPL,South,East-South Central,Very little,Somewhat,Rarely,5,4,4,3,3,5,3,6,1,1,6,2,4,-2,0,0,0,52,58
2795,9773,25-34,Some college/Associate,"White, Non-Hispanic",Male,"$50,000 to $59,999",2,200%+ FPL,South,East-South Central,Very little,Somewhat,Sometimes,5,3,3,3,5,5,4,5,1,0,5,2,5,-2,0,0,0,47,43
2796,11765,62-69,Some college/Associate,"White, Non-Hispanic",Male,"$40,000 to $49,999",5+,100%-199% FPL,South,South Atlantic,Very little,Somewhat,Often,4,3,3,4,4,5,5,4,1,1,4,1,3,2,0,0,0,46,37
2797,9284,70-74,High school degree/GED,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very little,Somewhat,Sometimes,4,3,3,3,3,4,2,2,7,7,98,1,-1,1,0,0,0,47,37
2798,8401,45-54,High school degree/GED,"Other, Non-Hispanic",Male,"$40,000 to $49,999",4,100%-199% FPL,Midwest,East-North Central,Very well,Not at all,Never,7 - Very high,5,3,3,4,5,1,6,0,1,99,2,5,-2,0,0,0,72,45
2799,10236,45-54,Bachelors degree,"White, Non-Hispanic",Female,"$150,000 or more",3,200%+ FPL,South,South Atlantic,Completely,Not at all,Rarely,5,4,4,3,5,5,5,6,1,0,7,1,6,2,0,0,0,69,60
2800,9998,75+,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,West,Pacific,Completely,Not at all,Rarely,7 - Very high,5,4,2,1,5,5,6,0,1,99,1,2,1,0,0,0,95,64
2801,14228,70-74,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,West,Pacific,Very well,Very little,Sometimes,5,4,3,3,4,5,5,5,0,0,7,1,98,1,0,0,0,59,46
2802,11141,75+,High school degree/GED,"White, Non-Hispanic",Male,"$20,000 to $29,999",2,100%-199% FPL,South,South Atlantic,Somewhat,Not at all,Sometimes,6,3,3,3,5,5,5,3,0,0,99,1,1,1,0,0,0,65,45
2803,10978,18-24,Some college/Associate,Hispanic,Male,"Less than $20,000",5+,<100% FPL,South,West-South Central,Somewhat,Very little,Rarely,5,4,4,4,3,4,4,5,7,7,4,2,3,-2,0,0,0,60,56
2804,9999,35-44,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",5+,200%+ FPL,West,Mountain,Very well,Very little,Rarely,5,4,4,3,4,5,5,6,1,1,7,1,6,2,0,0,0,67,65
2805,9774,55-61,High school degree/GED,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,South,South Atlantic,Very well,Not at all,Rarely,6,4,4,3,4,5,5,5,7,1,6,1,1,1,0,0,0,72,53
2806,9775,75+,Bachelors degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,West,Pacific,Very well,Very little,Rarely,6,4,4,3,5,5,5,5,7,1,7,1,1,1,0,0,0,67,51
2807,13540,45-54,High school degree/GED,"Other, Non-Hispanic",Female,"Less than $20,000",1,<100% FPL,Midwest,West-North Central,Not at all,Completely,Rarely,5,3,4,5,4,5,1,1,7,7,2,1,99,1,0,0,0,22,58
2808,12261,25-34,High school degree/GED,"White, Non-Hispanic",Female,"Less than $20,000",3,<100% FPL,Midwest,East-North Central,Not at all,Very little,Often,3,4,3,4,3,5,2,3,7,7,1,2,4,-2,0,0,0,27,39
2809,14256,35-44,Graduate/professional degree,"White, Non-Hispanic",Female,"$150,000 or more",5+,200%+ FPL,South,East-South Central,Very little,Somewhat,Always,3,2,4,4,2,5,4,4,1,0,3,1,7,3,0,0,0,55,29
2810,12994,55-61,Some college/Associate,"White, Non-Hispanic",Male,"$60,000 to $74,999",4,200%+ FPL,Midwest,East-North Central,Very little,Somewhat,Sometimes,4,3,3,4,1,2,1,2,7,1,3,1,5,98,0,0,0,43,42
2811,12195,25-34,Graduate/professional degree,"White, Non-Hispanic",Male,"$40,000 to $49,999",5+,100%-199% FPL,Midwest,West-North Central,Somewhat,Somewhat,Rarely,6,4,4,4,4,5,4,5,1,1,3,1,7,2,0,0,0,54,57
2812,12876,25-34,High school degree/GED,Hispanic,Male,"Less than $20,000",2,100%-199% FPL,West,Pacific,Not at all,Completely,Always,1 - Very low,2,3,2,2,4,3,1,7,7,1,1,3,1,1,0,0,27,38
2813,10000,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$20,000 to $29,999",3,100%-199% FPL,West,Pacific,Very little,Completely,Sometimes,5,2,4,5,3,2,1,2,7,0,2,1,1,1,1,0,0,33,43
2814,9776,62-69,Bachelors degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,West,Pacific,Somewhat,Somewhat,Sometimes,5,4,2,2,4,5,5,4,7,7,7,1,5,2,0,0,0,55,49
2815,13552,25-34,High school degree/GED,"White, Non-Hispanic",Female,"Less than $20,000",5+,<100% FPL,West,Pacific,Very little,Somewhat,Sometimes,4,3,2,5,4,1,1,4,7,7,1,3,3,-2,0,0,0,47,39
2816,11142,35-44,Some college/Associate,"White, Non-Hispanic",Male,"$40,000 to $49,999",5+,100%-199% FPL,West,Pacific,Very well,Very well,Rarely,5,5,4,5,4,5,5,6,7,1,2,1,7,3,0,0,0,53,58
2817,10628,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",2,100%-199% FPL,South,East-South Central,Somewhat,Very little,Sometimes,3,3,4,4,3,5,3,6,0,0,99,1,99,1,0,0,0,63,45
2818,12447,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$30,000 to $39,999",3,100%-199% FPL,West,Pacific,Not at all,Completely,Sometimes,4,4,3,4,4,5,4,2,0,0,4,2,99,-2,0,0,0,38,57
2819,12651,55-61,Bachelors degree,"Black, Non-Hispanic",Female,"$40,000 to $49,999",1,200%+ FPL,South,South Atlantic,Not at all,Somewhat,Sometimes,4,3,4,4,4,5,3,4,0,0,3,1,4,2,0,0,0,54,40
2820,10237,62-69,Bachelors degree,"Other, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,West,Mountain,Very well,Somewhat,Sometimes,4,4,4,3,3,5,5,6,1,0,7,1,1,1,0,0,0,59,55
2821,11766,62-69,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,South,South Atlantic,Completely,Not at all,Never,7 - Very high,5,3,1,3,5,5,6,1,1,7,1,5,3,0,0,0,95,85
2822,12049,70-74,Less than high school,"White, Non-Hispanic",Male,"$30,000 to $39,999",2,200%+ FPL,South,South Atlantic,Very little,Somewhat,Sometimes,5,4,4,4,4,5,5,4,0,0,99,1,99,1,0,0,0,51,43
2823,7448,25-34,High school degree/GED,Hispanic,Female,"$20,000 to $29,999",4,100%-199% FPL,West,Pacific,Somewhat,Very well,Sometimes,4,4,4,4,3,2,2,3,0,0,2,2,4,-2,0,0,0,39,42
2824,8402,25-34,Graduate/professional degree,Hispanic,Male,"$100,000 to $149,999",3,200%+ FPL,West,Pacific,Completely,Not at all,Rarely,6,5,4,4,5,5,5,6,1,0,6,1,7,3,0,0,0,56,76
2825,8596,25-34,Graduate/professional degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",5+,200%+ FPL,South,South Atlantic,Very little,Somewhat,Sometimes,4,3,3,3,1,1,1,3,7,1,4,3,98,-2,1,0,0,42,35
2826,9777,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$40,000 to $49,999",1,200%+ FPL,West,Pacific,Somewhat,Somewhat,Sometimes,5,3,4,3,4,4,4,5,1,0,5,1,4,2,0,0,0,49,42
2827,12965,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,West,Pacific,Somewhat,Somewhat,Rarely,5,3,4,2,4,5,4,5,1,0,5,1,5,3,0,0,0,53,42
2828,10435,62-69,Bachelors degree,"Other, Non-Hispanic",Male,"$30,000 to $39,999",1,200%+ FPL,West,Pacific,Completely,Not at all,Never,6,5,4,4,5,5,5,6,1,1,7,1,1,3,0,0,0,86,70
2829,12652,45-54,Some college/Associate,"White, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,West,Mountain,Very well,Very well,Rarely,5,5,4,2,5,5,5,6,1,0,7,1,7,3,0,0,0,62,67
2830,12762,25-34,Some college/Associate,"Black, Non-Hispanic",Female,"$20,000 to $29,999",3,100%-199% FPL,South,East-South Central,Very little,Very well,Rarely,6,4,4,4,3,5,1,6,7,1,99,2,2,-2,0,0,0,42,66
2831,11878,70-74,High school degree/GED,"Black, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very well,Completely,Rarely,5,4,4,4,4,5,4,5,0,1,99,1,99,99,0,0,0,76,42
2832,11143,35-44,Some college/Associate,Hispanic,Male,"$100,000 to $149,999",1,200%+ FPL,South,West-South Central,Very well,Very well,Rarely,5,4,4,4,4,5,3,5,7,0,6,2,6,-2,0,0,0,65,55
2833,9545,25-34,Some college/Associate,"Black, Non-Hispanic",Male,"Less than $20,000",3,<100% FPL,South,South Atlantic,Somewhat,Very little,Sometimes,4,3,4,3,2,1,1,4,7,7,2,3,99,-2,0,0,0,50,36
2834,11967,62-69,Some college/Associate,Hispanic,Female,"$30,000 to $39,999",1,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Sometimes,2,3,4,4,3,3,3,5,0,0,99,2,4,-2,0,0,0,46,51
2835,13302,18-24,Some college/Associate,"White, Non-Hispanic",Male,"$30,000 to $39,999",3,100%-199% FPL,West,Pacific,Not at all,Completely,Sometimes,5,3,4,4,4,5,5,4,7,7,3,2,4,-2,1,0,0,44,54
2836,14233,62-69,Some college/Associate,"White, Non-Hispanic",Female,"$20,000 to $29,999",1,100%-199% FPL,Northeast,New England,Very little,Somewhat,Sometimes,5,3,4,4,4,5,1,5,7,7,4,1,5,1,0,0,0,51,43
2837,12448,75+,Graduate/professional degree,"Other, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,West,Pacific,Completely,Not at all,Sometimes,6,3,4,4,5,5,5,6,7,1,7,1,1,1,0,0,0,82,53
